"","Var1","Var2","Var3","Var4","Var5","Var6","Var7","Var8","Var9","Var10","Var11","Var12","Var13","Var14","Var15","Var16","Var17","Var18","Var19","Var20","Target"
"2609","I4",81,408,"f00f2d0888e0964e95e57c047c16991f","no","yes",46,168.3,NA,28.61,270.9,103,NA,222.5,98,10.01,6.7,2,1.81,4,"False."
"2610","U1",116,415,"6efdd2d5bc05e975b7d0d9b47fdf1192","no","yes",24,232.9,90,39.59,152.1,94,12.93,344.3,82,15.49,10.7,6,2.89,1,"False."
"2611","L1",69,415,"0007abc12662655497ae78542b9594dc","no","yes",37,155,98,26.35,142.4,105,12.1,143.7,117,6.47,5.9,4,1.59,1,"False."
"2612","I2",135,510,"7d1bbe92ae26f88cbc6012c1834a84ae","no","no",0,NA,130,26.25,203.8,90,17.32,158.7,59,7.14,11.8,3,3.19,0,"False."
"2613","K2",73,510,"2a0388a6affaca4779d6afc36f5fec37","no","no",0,234.7,102,39.9,195.7,110,16.63,253.4,71,11.4,8.4,8,2.27,2,"False."
"2614","M4",48,415,"51fb2f862b609385b9fe9c45a2d92c6b","no","no",0,240,88,40.8,141,117,11.99,128.9,137,5.8,7.1,9,1.92,1,"False."
"2615","N4",125,415,NA,"yes","no",0,298.4,78,50.73,270.5,142,22.99,107.3,84,4.83,12.2,2,3.29,0,"True."
"2616","W3",NA,415,"896d65da9486f849e8fba8b19ef3afe4","no","no",0,166,102,28.22,236.1,97,20.07,134.3,93,6.04,10.9,4,2.94,1,"False."
"2617","O3",165,415,"6c3d8b9c546e9b24e8807b63e6a9a736","no","yes",33,111.6,140,18.97,213.3,111,18.13,267.6,115,12.04,16,3,4.32,0,"False."
"2618","S1",64,415,"a8dc6830ea5bb36abeed709252dd19ae","no","no",NA,174.5,98,29.67,NA,103,15.32,179,89,8.06,10.7,2,2.89,2,"False."
"2619","M2",116,510,"07b8711debb92bfbb69323f768a349eb","yes","yes",27,175.5,137,29.84,210.6,60,17.9,294.8,121,13.27,6.9,5,1.86,1,"False."
"2620","N2",147,408,"41ffa8a23384ef5ddc8b8c14c77e4f1b","yes","yes",35,157.5,109,26.78,189.6,67,16.12,227,76,10.22,11.1,2,3,3,"True."
"2621","T1",115,415,"6ad5c55a91d68372d126b50b23814933","no","no",0,206.2,NA,35.05,176.4,102,14.99,297.1,119,13.37,11,7,2.97,1,"False."
"2622","M6",84,415,"a8d0ee44522023bb4e4bad6b48552f13","no","yes",35,207.5,138,35.28,201,116,17.09,164.5,107,7.4,7.5,16,2.03,4,"False."
"2623","I3",86,510,"e6201164ca82fa436d0bd8095b917338","no","yes",16,144.8,105,24.62,NA,111,17.53,255.4,117,11.49,11.6,2,3.13,4,"False."
"2624","U1",134,415,"1fe8cb1747ce829f018cdbefedbfc97f","no","no",0,258.8,85,44,129.5,114,11.01,193.6,106,8.71,10.9,7,2.94,2,"False."
"2625","M4",105,415,"d73c135a88d00c8ccf3daa06524010ae","no","no",0,226.9,106,38.57,182.2,77,15.49,203.9,107,9.18,11.6,2,3.13,0,"True."
"2626","A3",88,408,NA,"no","no",0,152.9,119,25.99,171.2,107,NA,257,106,11.57,12,5,3.24,2,"False."
"2627","T2",90,408,"996654edf7ef1fd8b136d9081d2b6e53","no","yes",27,156.7,51,26.64,236.5,118,NA,123.2,111,5.54,12.6,6,3.4,2,"False."
"2628","A1",86,408,"277529ed2cf68e40281801c92d66926d","no","no",0,150.8,85,25.64,295.9,88,25.15,247.2,104,11.12,12.5,1,3.38,1,"False."
"2629",NA,37,415,"1195d45bd54404503462ccc95490729a","no","no",0,221,126,37.57,NA,110,17.38,118,98,5.31,6.8,3,1.84,4,"False."
"2630","N4",141,415,NA,"no","yes",32,322.4,92,54.81,283.2,107,24.07,NA,111,9.43,6.7,3,1.81,NA,"True."
"2631","N6",148,408,"47ac9fc08c2d3333ead88cfdb8a8b407","no","no",NA,153.6,148,26.11,262.1,87,22.28,225.5,99,10.15,9.8,3,2.65,2,"False."
"2632",NA,163,408,"df701e0d6194d9a2bc1f993d81f3e4b3","no","yes",22,215.1,91,36.57,138.9,102,11.81,146.2,109,6.58,NA,2,3.35,2,"False."
"2633","I1",89,415,"42f24269a3dd9fa789815321ae570a55","no",NA,NA,174.4,108,29.65,196.7,100,16.72,127.4,74,5.73,11.8,3,3.19,1,"False."
"2634","R1",NA,415,"5ff9e8aaacd8dd5dc11b0bfa5bce6cf6","no","no",0,NA,126,30.69,230,98,19.55,232.5,73,10.46,10.6,3,2.86,0,"False."
"2635","A2",102,415,"ed6e2a21949c2530cc083cb0940ea411","no","no",0,123.1,106,20.93,182,NA,15.47,244.6,75,NA,12.6,7,3.4,2,"False."
"2636","N1",76,510,"2fa1406650fa3da1b62d3f0e9c5c730b","no","no",0,165.7,NA,28.17,257.4,80,21.88,170.8,114,7.69,10,4,2.7,1,"False."
"2637","S1",104,408,"0246981438a5e3df6da0cc80080621e0","no","no",0,200.2,92,34.03,118.7,87,10.09,236.6,65,10.65,6,NA,1.62,2,"False."
"2638","M8",109,510,"e50b0843d507661495976b9f009c454d","no","no",0,154.8,82,26.32,287.7,109,24.45,208.4,80,9.38,5.9,9,1.59,3,"False."
"2639","H1",105,510,"98a020991f6ce4e71915a0037f9308b2","no","no",0,125.4,116,21.32,261.5,95,22.23,241.6,104,10.87,11.4,9,3.08,2,"False."
"2640","M8",63,415,"4c76e94a2b778ba5e6fbd6c101480fc0","no","yes",33,184.2,111,31.31,312.6,89,26.57,264,55,11.88,12.2,4,3.29,1,"False."
"2641","K2",105,415,"4354abeed8d0baeec4e8c6680d1dbef3","no","yes",24,274.7,99,46.7,193.5,118,16.45,299.6,109,13.48,10.8,3,2.92,3,"False."
"2642","D1",68,415,"354d9fa7667eaf935f5d6c060d1526ec","yes","yes",39,142,140,NA,241.6,89,20.54,302,72,13.59,11.3,5,3.05,1,"False."
"2643","C2",63,408,"78d022e82ed28fa57c659c2ddb02ca77","yes","yes",21,151.5,99,25.76,147.8,89,12.56,210.4,114,9.47,10,4,2.7,1,"False."
"2644","M4",74,415,"aa3188b255bae8c140a13ce71398e995","no","no",0,124.8,114,21.22,133,121,11.31,160.3,85,7.21,10.6,7,2.86,3,"False."
"2645",NA,76,415,"f26fc626534eca9ac0fcec47f105ba64","no","no",0,179.2,85,30.46,222.9,66,18.95,188.2,113,8.47,12.4,2,3.35,0,"False."
"2646","K1",91,408,"ae8f3e4ecc5b0a90ae08bca898b15758","yes",NA,0,246.4,110,41.89,182,98,15.47,157.6,106,NA,12.1,2,3.27,2,"True."
"2647","N1",101,415,"3eb0f52ea2b03b7f195a4768ea695447","no","no",0,232.7,114,39.56,186.4,123,15.84,153.3,122,6.9,11.5,6,3.11,NA,"False."
"2648","S1",116,408,"4d37ab38cb520d232d8ce6455a5de56f","no","no",0,288,120,48.96,255.8,90,21.74,233.4,99,10.5,13.4,4,3.62,0,"True."
"2649","C2",131,415,"4c89c00ef5a8f8b77c6526a7d6170716","no","yes",23,170.8,145,29.04,236.7,93,NA,294.5,100,13.25,12.7,1,3.43,1,"False."
"2650",NA,84,415,"c833e90b99a3e79e1103c630611e47d0","no","no",NA,216.1,114,36.74,197.5,107,16.79,217.8,104,9.8,9.8,3,2.65,1,"False."
"2651","W4",104,415,"c225100515a5cc19397bdd581096488f","no","no",0,138.7,100,23.58,215.4,58,18.31,164.3,98,7.39,4.9,4,1.32,NA,"False."
"2652","F1",108,510,"00d2b71abefb5d4ba41a6710ed86172b","no","no",0,210.7,112,35.82,238.7,73,20.29,253.6,90,11.41,9.2,5,2.48,3,"False."
"2653","N8",111,415,"67557ca4ad170a985379bbcfe4635d64","no","no",0,181.8,117,30.91,158.1,91,13.44,266.2,123,11.98,9.7,9,2.62,0,"False."
"2654","O2",155,408,"42af7549276b49d7c4ead6f64dc299d5","no","yes",30,61.6,103,10.47,255.1,110,21.68,225.9,96,10.17,12.4,5,3.35,1,"False."
"2655","M3",66,510,"5473b03740a2f6df07cd1e96574240b1","no","no",0,207.7,85,35.31,196.7,112,16.72,261.7,83,NA,6.8,3,1.84,1,"False."
"2656","N3",64,510,"f4baba0b69114e156e23824883bee353","no","no",0,219.2,73,37.26,167,65,14.2,NA,119,7.26,10,5,2.7,NA,"False."
"2657","O1",69,415,"0f48fddf9bea255acfa788a5eb2d5556","no","no",0,227,122,38.59,NA,111,21.99,169.7,87,7.64,8.9,1,2.4,2,"False."
"2658","C3",116,415,"fd91091f52d43f683d52aef7038f585a","no","no",NA,245.9,73,41.8,240.1,87,20.41,158.7,89,7.14,8.9,5,2.4,3,"False."
"2659","D1",101,415,"1d6b4c00e8079424c551396ec6397252","no","no",0,257.3,84,43.74,NA,115,15.71,108.9,109,4.9,13.5,7,3.65,NA,"False."
"2660","O2",15,415,"44662af8ab0f25f581f0ddd7875a4d2c","no","no",0,121.1,130,20.59,216,86,18.36,235.1,33,10.58,16.1,5,4.35,2,"False."
"2661","N5",88,415,"52a6145c92f82698be91a7e536c3c7ef","no","no",0,301.5,NA,51.26,257.7,72,21.9,132.9,118,5.98,13.4,NA,3.62,4,"True."
"2662","I1",197,415,"4c0e1fdef71262380bf33b7154308743","no","no",0,233.9,96,39.76,218.9,111,18.61,182.9,109,8.23,9.5,3,2.57,0,"False."
"2663","V1",50,415,"99d97a112f495c94329222f893755bf0","yes","no",0,99.6,108,16.93,308.7,102,26.24,161.2,62,7.25,13.7,6,3.7,2,"True."
"2664","V1",172,510,"2c1f2d4594a0141e79140ae8561a7654","no","no",0,NA,123,28.87,183.1,94,15.56,395,72,17.77,12.7,7,3.43,2,"False."
"2665","N6",188,415,NA,"yes","yes",26,198.8,115,33.8,166.6,67,14.16,198.5,118,8.93,14.4,3,3.89,1,"True."
"2666","F1",85,408,"4192a231d421ce0a1757551d1e1c6ee7","yes","no",0,116.2,86,19.75,229.7,127,19.52,204.2,109,9.19,10.1,3,2.73,3,"False."
"2667","R1",103,510,NA,"yes","no",0,255.9,NA,43.5,140.9,92,11.98,308.9,130,13.9,12.1,2,3.27,1,"True."
"2668","N5",136,408,"1d8afb994b7c1d3ed913d57375741d4c","no","yes",27,187.7,84,31.91,221,147,18.79,145.7,110,6.56,10,4,2.7,3,NA
"2669",NA,155,408,"518bb0b5b0777c69af02d59465870536","no",NA,21,195.9,91,33.3,213.9,84,18.18,NA,111,3.97,8.6,4,2.32,0,"False."
"2670",NA,145,415,"953d7406ed774671c36398a924b9efbb","no","no",0,129.4,97,22,185.4,101,15.76,204.7,106,9.21,1.1,2,0.3,2,"False."
"2671","W4",NA,510,"a3f4fe4491dc6ea2d680e75cfc7fc36b","no",NA,12,NA,108,37.57,151,118,12.84,179,80,8.06,9,6,2.43,2,"False."
"2672","S1",152,408,"44e9337aaf47d69c0b2fefb8b1ee86fc","no","no",0,140.5,92,23.89,186.8,96,15.88,227,89,10.22,9.5,5,2.57,2,"False."
"2673","M7",65,415,"55b182e25083ade65d59f713573823ba","yes","no",0,277.9,123,47.24,155.8,112,13.24,256.9,71,11.56,9.2,10,2.48,0,"True."
"2674","N2",180,415,"827514e0fe59c8688752ed001a2af772","no","no",0,224.9,NA,38.23,250,101,21.25,216.1,73,9.72,6.7,5,1.81,3,"True."
"2675","I3",67,415,"698dcdd96dbe13312a4c7bec8bc9065c","no","no",0,NA,117,18.55,217.4,124,18.48,188.4,141,8.48,12.8,6,3.46,0,"False."
"2676","O3",60,415,"75a84748d66ea62b421425e416423e3f","no","no",0,207.8,109,35.33,123.5,112,10.5,291.6,115,13.12,5.7,9,1.54,0,"False."
"2677","U1",138,510,"8fd02ee43f5bc68a1b66bcf8c74246d6","no","no",NA,205.9,96,35,257.1,94,NA,209,63,9.4,12.1,NA,3.27,0,"False."
"2678",NA,44,415,"47c9458a7d6682e9852bc745e2431dc6","no","no",0,308.6,NA,52.46,NA,94,12.82,198.7,66,8.94,7.3,3,1.97,4,"True."
"2679","M3",25,510,"196a303bac89e563287c312bdc7885d6","no","no",0,242.6,69,41.24,209,117,17.77,219.7,82,9.89,14.4,6,3.89,2,"False."
"2680","W4",145,408,"38753210e2b1ea0a7d73dc36a1fc7c99","no","no",0,229.6,82,39.03,138.1,103,11.74,250.8,109,11.29,3.3,3,0.89,1,"False."
"2681","W2",122,510,"d5310e168969d5d282809b0f9cc0beb1","no",NA,28,166,NA,28.22,233.9,88,19.88,170.1,84,7.65,7.7,3,2.08,2,"False."
"2682","S1",121,415,"9b88f5a6909c0f3116cc10328e62da6b","no","no",0,144.8,126,24.62,200.6,82,17.05,208.8,81,9.4,13.3,9,3.59,0,"True."
"2683","D1",55,510,"1bfd423ceab0badf64e90d95f29c36c9","yes","no",0,106.1,77,18.04,123.5,100,10.5,NA,92,4.34,12.9,3,3.48,0,"False."
"2684","C3",77,415,"041caa69ba11d62ae8b1f6dcbc026d72","no","no",0,221.8,84,37.71,166,125,14.11,NA,72,9.46,13.2,4,3.56,1,"False."
"2685",NA,NA,415,"517f237d1eb76587f5ae5be9847e1731","no","no",0,204.6,98,34.78,212.5,90,18.06,NA,95,NA,9.8,7,2.65,2,"False."
"2686","O3",64,510,"46c1e09b60559536459232fd9c4b5755","no","no",0,213.5,93,36.3,166.6,114,14.16,122,78,5.49,14.1,3,3.81,3,"False."
"2687","N7",92,415,"e5e655eb799353f1adabf395f8bd1123","no","yes",44,152,95,25.84,274.9,73,NA,NA,121,7.31,10,1,2.7,2,"False."
"2688","M5",125,415,"48aea25a2c24bd7308a8f865fcb9b37b","yes","yes",29,260.8,81,44.34,163.7,112,NA,271.7,117,12.23,17,6,4.59,1,"True."
"2689","O2",160,408,"2809dfd009af9d561d556aff78770f68","no","no",0,166.4,117,28.29,317,129,26.95,160.4,121,7.22,10,2,2.7,1,"False."
"2690","K1",79,415,"0e1626a30f71fff266bf18f59dcba1fb","no","no",0,NA,83,30.24,167.3,84,14.22,223.7,142,10.07,15.2,8,4.1,0,"False."
"2691","R1",36,415,"a35fecd2ca7c2b417665bd5886ab3071","no","no",0,235.1,97,39.97,196.8,104,16.73,259.7,110,11.69,7,7,1.89,3,"False."
"2692",NA,NA,415,"1750517a93f8d1c6436c7b7a73102387","no","no",0,186.8,92,31.76,173.7,123,14.76,250.9,131,11.29,9.7,4,2.62,2,"False."
"2693","I3",138,408,"7c0444a570cf4a7bf046f9f6ed7d82c7","yes","no",NA,268.4,81,45.63,174.4,115,14.82,193.5,96,8.71,11.6,NA,3.13,1,"False."
"2694","U1",164,510,"3154193b14e6120905dd4fc945697c49","no","no",0,192.1,NA,32.66,249.8,94,21.23,132.6,100,NA,7.3,3,1.97,3,"False."
"2695","M5",125,415,"cb3d04cd2e1c79548bdfd75a6f24a85c","no","no",0,240.7,82,40.92,269.4,85,22.9,187.1,74,8.42,10.1,3,2.73,0,"True."
"2696","W2",72,408,NA,"no","no",0,179.9,113,30.58,149.8,112,12.73,168.2,79,7.57,9.8,7,2.65,2,"False."
"2697","M4",74,415,"dab743f97f3e31346d6f52ef36e2b513","no","no",0,314.1,86,53.4,222.4,99,18.9,259,NA,11.66,12.3,NA,3.32,NA,"True."
"2698","M4",134,415,"eba1a75bcdf26395a74442d1fb0a1686","no","yes",41,162,82,27.54,324.7,77,27.6,160.1,112,7.2,11.9,5,3.21,0,"False."
"2699","M1",145,415,NA,"no","no",0,175.8,NA,29.89,274.3,119,23.32,226.6,69,10.2,12.4,4,3.35,1,"False."
"2700","A2",136,510,"c479e1d04bb5054a1272ca8e9d0b9dba","no","no",0,109.4,91,18.6,207.5,111,NA,135,107,6.08,11.6,5,3.13,0,"False."
"2701","S1",209,510,"afc3f0d84a932fa5d207d4900f428f5c","no","no",0,255.1,NA,43.37,230.6,110,19.6,218,69,9.81,8.5,5,2.3,NA,"True."
"2702",NA,66,415,"4b241bedbd162292bfd37a35433cb235","yes","no",0,208.7,84,35.48,173.3,88,14.73,NA,107,11.91,8.3,3,2.24,NA,"False."
"2703","V2",152,510,"e101edec827b8312cc199620f9fd3046","no","yes",20,214.6,108,36.48,96.6,82,8.21,170.7,145,7.68,7.9,5,2.13,1,"False."
"2704","C3",162,408,"ed10a7b6fb2725c73d5f34e935cde28d","no","no",0,49.2,121,8.36,143.9,136,12.23,203,97,9.14,12.1,13,3.27,1,"False."
"2705","O3",72,510,"f6e1cbf01c34c2d1ee8646cc5d8cba64","no","no",NA,141.3,133,24.02,134.9,96,11.47,227.5,97,10.24,11.2,3,3.02,2,NA
"2706","H1",101,415,"1d46ab04e435cacae077a34e711476cb","no","no",0,253.2,89,43.04,237.9,114,20.22,154.3,85,6.94,9.7,7,2.62,4,"False."
"2707","W3",125,415,"4e78c733bf45dca09c85ab3d236a71b4","no","no",0,206,128,35.02,198.1,71,16.84,135.9,116,6.12,13.2,3,3.56,0,"False."
"2708","R1",46,408,"fcfdff6a8544f6978be0904e2cecae03","no","no",0,40.4,105,6.87,172.4,83,14.65,145.1,89,6.53,9,2,2.43,2,"False."
"2709","M4",132,408,"8225aa70cb532ace9d15c57f1a041d8d","no","no",0,291.2,104,49.5,234.2,132,19.91,191.7,87,8.63,8.9,3,2.4,1,"True."
"2710","M3",193,415,"784d3db0a5448eec84f76d52c3dfa95f","no","yes",31,71.2,58,12.1,124.7,105,10.6,155.5,108,7,11.7,3,3.16,0,"False."
"2711","W3",63,510,"62684c3e4b141c46435a8d01ed60d41d","no","no",0,261.8,69,44.51,245,NA,20.83,202.1,94,9.09,14.7,4,3.97,NA,"True."
"2712","N3",124,510,"905f9bc59dc81f2dbbd2e4b1a2313b59","no","no",0,191.3,134,32.52,261.5,113,22.23,NA,111,8.2,NA,3,2.7,1,"False."
"2713","D1",144,415,"6a376f1c7184b556c7662cbb7f97671b","no","no",0,133.3,101,22.66,255.5,127,21.72,228.6,68,10.29,11.6,2,3.13,0,"False."
"2714","N4",116,408,"9b9e3c2b8423b419a1df886c02e8572b","no","yes",NA,183.6,138,31.21,203.8,90,17.32,166.9,89,7.51,6,3,1.62,NA,"False."
"2715","M2",189,415,"8260d4352c54d3439b6c85bd5b74eceb","no","yes",NA,155.2,116,NA,195.5,50,16.62,170.1,108,7.65,15.4,6,4.16,1,"False."
"2716","N4",97,408,"280c5e13a212b20a82b5a6a548a162ab","no",NA,28,283.1,93,NA,185.4,NA,15.76,312.8,78,14.08,6.1,8,1.65,1,"False."
"2717","W3",NA,510,"28ffad58a1af131fb62c3895659f605e","no","yes",50,186.5,94,31.71,178,106,15.13,215.6,100,9.7,12.1,4,3.27,2,"False."
"2718","I3",142,415,"36d7788dee10ecc151b47d2df8b9f564","no","yes",38,163.3,NA,27.76,136,114,11.56,249.1,127,11.21,4.3,NA,1.16,0,"False."
"2719","O2",84,510,"bff9ee9cf0c36f79969f5ec9358363be","no","no",0,203.4,125,34.58,182.9,88,15.55,213.7,121,9.62,13.8,2,3.73,1,"False."
"2720","N4",119,415,"4d0039abdd766c57e1ae8d02dfeafd73","no","yes",19,178.1,110,30.28,212.8,100,18.09,226.3,123,10.18,10,6,2.7,NA,"False."
"2721","M4",158,415,"2f8cc698f603904ebd06d6e8d0dbe0c4","no","no",0,195.9,103,33.3,89.1,95,7.57,302.2,82,13.6,10.3,3,2.78,1,"False."
"2722","N2",50,415,"feb58ab168a8defe896ed258677ffbb3","no","no",0,295.3,127,50.2,127.4,100,NA,166.8,105,7.51,9.6,6,NA,1,"False."
"2723","L1",98,408,"bc0ab9fbb12aab6cdfda672ecc710cd5","no","no",0,136.1,NA,23.14,156.3,118,NA,158.8,83,7.15,10.1,5,2.73,2,"False."
"2724","H1",101,415,"f22ca17a11bcf5c5174688dc607965ef","no","yes",24,114.1,95,19.4,161.5,86,13.73,176.3,90,7.93,13,9,3.51,2,"False."
"2725","N5",182,415,"dd92ec276fb7705a80a68374608b0fc6","no","no",0,279.1,NA,47.45,180.5,108,15.34,217.5,104,9.79,9.5,11,2.57,2,"True."
"2726","W3",51,408,"78e647026f40749b7c2aff0d33b1fad6","no","no",NA,169.3,111,28.78,139.5,69,11.86,197,87,8.87,12,3,3.24,0,"False."
"2727","N1",117,510,"14776d9859c9059367bc72472b4deab5","no","no",0,214.4,NA,36.45,138,149,11.73,NA,102,6.69,9.9,1,2.67,2,"False."
"2728","P1",92,415,"07c59e216923826a460af1cf4c2fa959",NA,"no",0,255.8,125,43.49,NA,111,12.13,181.2,101,8.15,11.7,3,3.16,0,"False."
"2729","M4",86,408,"b091e13f6c77ecca8fffd73d364cd059","no","no",0,148.2,71,25.19,285.1,91,24.23,166.4,155,7.49,6.2,3,1.67,2,"False."
"2730","W4",122,415,"54a76453a340a2a4ee7b3a258b437e15","no",NA,0,119.3,93,20.28,223.9,103,19.03,211.9,122,NA,8.7,4,2.35,2,"False."
"2731","N5",156,408,"6d2e9a59b0b80f9f0deb98b11db691b9","no","yes",27,NA,137,32.69,199.9,115,16.99,244.2,112,10.99,14.8,8,4,1,"False."
"2732","N5",127,510,"fcb5a0a50a56da797e1c237594b9215b","no","no",0,245.2,91,41.68,217.2,92,18.46,243.1,128,10.94,13.9,6,3.75,NA,"True."
"2733","N1",130,408,"5263bf1f12284bb8f204c9456c76eedb","yes","no",0,216.2,106,36.75,363.7,86,30.91,NA,123,5.7,16.9,2,4.56,5,"True."
"2734","N6",158,408,"6acb6479b2286e23736b04b7c3762671","no","no",0,172.4,114,29.31,256.6,69,21.81,235.3,104,10.59,0,0,0,2,"False."
"2735",NA,145,510,"75e0868bb4274703b1dd54683100ca5c","yes","yes",30,175.3,107,29.8,153.3,116,13.03,233.6,85,10.51,11.1,3,3,1,"False."
"2736","T2",90,415,"6fe26246c67549af49107472b9a7f2dc","yes","yes",26,NA,104,28.73,188.8,104,16.05,213.3,76,9.6,13.3,3,NA,0,"True."
"2737","O2",127,510,"1ff7f8f0bc981e241c66abf30cee68d7","no",NA,27,2.6,113,0.44,254,102,21.59,242.7,156,10.92,9.2,5,2.48,3,"False."
"2738","I2",109,415,"d2cdaccfb344c306636273a0ff288753","no","no",0,184.1,143,31.3,211.7,105,17.99,243,116,10.93,9.9,2,2.67,1,"False."
"2739","A2",88,415,"46bfb85621d26fc2a41215d53ffde0b1","no","no",0,181.9,90,30.92,151.5,87,12.88,NA,100,6.44,7.5,3,2.03,1,"False."
"2740","W4",101,510,"be5c2da9b9d9ac48ddda25f987f599e0","no",NA,9,160.1,NA,27.22,210,121,17.85,139.1,65,6.26,10.8,9,2.92,0,"False."
"2741","H1",171,510,"c587df42589f6b94047a9b63e7c03692","no","no",0,189.8,122,32.27,173.7,85,14.76,257.1,84,11.57,10.3,1,2.78,0,"False."
"2742","V1",21,415,"2585889db1fe36e3cf9b9c2b35748fee","no","no",0,223.2,142,37.94,216.5,114,18.4,214.7,111,9.66,12.4,2,3.35,1,"False."
"2743","W3",145,408,"afae892bbf998ed7eaa0350bb62d33ea","no","yes",31,216,94,36.72,225.1,123,19.13,234.7,109,10.56,10.7,1,2.89,2,"False."
"2744","D2",90,415,"c4a1ebe7b89b2950fe66c2b2d3d562cb","no","no",0,198.5,124,33.75,NA,100,22.66,243.3,80,10.95,8,7,2.16,2,"False."
"2745","C1",33,408,NA,"no","no",0,159.5,115,27.12,195.4,118,NA,NA,86,4.61,7.1,7,1.92,1,"False."
"2746","P1",61,408,NA,"no","yes",40,105,78,17.85,180.6,100,15.35,174.1,115,7.83,10.2,2,2.75,2,"True."
"2747","C2",107,415,NA,"no","no",0,NA,108,34.77,162.4,110,13.8,155,102,6.98,13.4,1,3.62,3,"False."
"2748","M2",147,408,"58b8ec0a67239941e2ebec99ac6a485a","no","no",0,274,92,46.58,231.8,82,19.7,283.6,83,12.76,6.2,1,1.67,NA,"True."
"2749",NA,117,510,"d7be8238c0976c85039ad2a06dee83c6","no","no",0,158.7,84,26.98,181.7,91,15.44,NA,67,7.98,7.7,10,2.08,2,"False."
"2750","A2",95,415,"aaad503c1ba7f0506ca1a5d25de2d6bd","no","no",0,NA,116,39.08,202.4,110,NA,171.4,105,7.71,14.2,6,3.83,1,"False."
"2751","K1",186,510,"c274f63b161bc7b26ef89cdcffbc4f5f","no","no",NA,137.8,97,23.43,187.7,118,15.95,146.4,85,6.59,8.7,6,2.35,1,"False."
"2752","M4",128,415,"69acc73d0cab33c3c26c2d3a239e2c53","no","no",0,179.4,94,30.5,270.4,92,NA,191,88,8.59,7.9,4,2.13,0,"False."
"2753","A1",55,408,NA,"no","yes",39,139.3,101,23.68,178.3,117,15.16,246.5,104,11.09,8.1,1,2.19,3,"False."
"2754","O1",134,415,"af34083ee5adb89c53f330af8ce57380","no","no",NA,7.8,86,1.33,171.4,100,14.57,186.5,80,NA,12.9,2,3.48,2,"False."
"2755","I4",96,415,"459716c3bae5908e96f4aaeaf9c77ba0","no","yes",23,183.1,88,31.13,147.4,89,12.53,350.2,108,15.76,11.3,7,3.05,1,"False."
"2756","S1",107,415,"2f607f8a57a0dc6411cb16d37046abdc","no","no",0,206.9,79,35.17,262.4,117,22.3,149.3,69,NA,10.7,3,2.89,0,"False."
"2757","K1",123,415,"99c5b4445f87aa9740fd0d9aa39c9cea","no","no",0,140,106,23.8,153.7,101,13.06,50.1,87,2.25,12.5,1,3.38,2,"False."
"2758","O2",35,415,"d066be270e8bee51ae347cd27ffe8c85","no","no",0,179.2,59,30.46,283.3,101,24.08,285.4,83,12.84,5.8,NA,1.57,2,"False."
"2759","W2",74,408,"80e0b2af8b9c89926f94bca21fe35ec2","no","no",0,177.4,NA,30.16,NA,104,20.43,NA,133,10.68,12,NA,3.24,0,"False."
"2760","I4",130,408,"ee858542c162633155df0cfc6b6c64fa","no",NA,0,115.6,129,19.65,167.8,104,14.26,141.8,124,6.38,12.6,9,3.4,1,"False."
"2761","I3",137,408,"2466eaa5eae788fd464cd7abacd448fd","yes","no",0,237.3,103,40.34,176.7,84,NA,263.4,81,11.85,14.2,4,3.83,0,"True."
"2762","T1",88,415,"74876044581de0fbfa6e17cbaa66caca","no","no",0,181.5,116,30.86,NA,119,15.9,220.3,96,9.91,10.5,7,2.84,1,"False."
"2763","D1",80,408,"16180392b42d6b0aa262f9e370b2f27d","no","no",0,51.5,90,8.76,164,98,13.94,169.4,80,7.62,9.5,4,2.57,3,"False."
"2764",NA,116,408,"8d75917fc29ca942b0ba38bf7948f8af","no","yes",19,155.7,104,26.47,185.4,118,15.76,NA,116,8.67,8.2,2,2.21,3,"False."
"2765","R1",123,510,"4f9fb1c4988907b27b8d329a8482f7dd","no","yes",NA,245,88,41.65,265,105,22.53,239.7,108,10.79,14.9,3,4.02,NA,"False."
"2766",NA,NA,415,"b09756c5e70916097cff39b3595a33a6","no","no",0,131.7,99,22.39,163.1,109,13.86,201.1,116,9.05,10.7,3,2.89,1,"False."
"2767","V1",146,415,"44e6bd8ee58ad60b636dbb44e908b0d0","yes","no",0,111.1,126,18.89,313.4,95,26.64,215.7,82,9.71,10.5,6,2.84,1,"False."
"2768","K2",106,510,"2ab9f4d5cf662c464f50327501d654e7","no","yes",9,88.5,100,15.05,324.8,109,27.61,79.9,86,3.6,8.2,4,2.21,3,"False."
"2769","N7",NA,408,"23bcb59364ecc9e605ae66ec315387ec","no","yes",44,116,85,19.72,150.1,120,12.76,246.8,98,11.11,12,2,3.24,1,"False."
"2770","W2",137,510,"dbf9d2279085590bef3c43e0c11a5a57","no","no",0,155.5,81,26.44,133.1,94,11.31,253.1,77,11.39,NA,2,NA,1,"False."
"2771","N4",84,408,"09cfc73510a42b28ac37cce1d5a6b69a","no","yes",30,106.5,65,18.11,225.7,108,19.18,188.6,61,8.49,5.7,3,1.54,2,"False."
"2772","N3",67,510,"28abe576431b30c4f0c78db79909e1cc","no","yes",31,175.2,68,29.78,199.2,73,16.93,219.8,99,9.89,13.2,6,3.56,1,"False."
